,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
15290,z_uEYQoeiqOJ1k8PNHb38w,Church's Chicken,4030 Chef Menteur Hwy,New Orleans,LA,70126,30.0027471,-90.0424436,1.5,10,1,"{'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'very_loud'"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Food, Fast Food, Chicken Shop, Breakfast & Brunch, Chicken Wings","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0'}"
67239,5qpBxIg0n6jxkHIQHJSoZw,The American Sector,945 Magazine St,New Orleans,LA,70130,29.9420296855,-90.0703912185,3.0,193,1,"{'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForDancing': 'False', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'CoatCheck': 'False', 'HappyHour': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'Music': ""{'dj': False}"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Cajun/Creole, Bars, Nightlife, American (Traditional), Southern, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-19:0'}"
44462,EExxDfN4Rp_n6dzK_XOoNw,ILYS Bistro,2128 St Claude Ave,New Orleans,LA,70117,29.9684451652,-90.0573416054,3.5,20,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'None', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BikeParking': 'None'}","Southern, Restaurants, Cajun/Creole","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-4:0', 'Saturday': '7:0-4:0', 'Sunday': '11:0-0:0'}"
70006,RDIsXBd5h8ML1wSQ7AuKxA,Paulie Gee's Crescent City Slice Shop,726 Julia St,New Orleans,LA,70130,29.945914,-90.0725719,4.5,48,1,"{'BusinessParking': ""{u'valet': False, u'garage': True, u'street': None, u'lot': None, u'validated': None}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'False'}","Italian, Restaurants, Pizza","{'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}"
115177,ArPLE_RTg0h7yzkN0KwzRg,Willie's Chicken Shack,428 Canal St,New Orleans,LA,70130,29.9512679247,-90.0668859109,3.5,249,1,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': True, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""'full_bar'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'WiFi': ""'no'"", 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True'}","Chicken Shop, Southern, Restaurants, Soul Food, Chicken Wings, Cajun/Creole","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}"
78040,lFbBGVLlljaggRLlg3xY3g,Mister Mao,4501 Tchoupitoulas St,New Orleans,LA,70115,29.9172216521,-90.102451183,4.5,29,1,"{'RestaurantsTableService': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': None}""}","Chinese, Restaurants, Asian Fusion","{'Monday': '17:0-21:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '11:0-15:0'}"
2320,xkYOPbA8AL4jcQIN3xveoQ,The Big Cheezy,3232 Williams Blvd,Kenner,LA,70065,30.0154233,-90.2392351,4.0,154,0,"{'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""'average'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True'}","Restaurants, American (Traditional)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
14970,UVE_f01HDCnkyQVhIApUrQ,Frencheeze Food Truck,234 Loyola Ave,New Orleans,LA,70112,29.953525,-90.0747497,4.0,30,1,"{'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False'}","Restaurants, Food Trucks, Food Stands, Sandwiches, Food","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-21:0'}"
113245,Gi9QELOz1pqH7kdEl1CHKw,Dairy Dip,9252 Hwy 23,Belle Chasse,LA,70037,29.8349816,-90.0021311,4.5,34,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""'quiet'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'False', 'DriveThru': 'False', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'RestaurantsReservations': 'True'}","Restaurants, Burgers, Ice Cream & Frozen Yogurt, Food, American (Traditional), Sandwiches","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
14630,54XgUhaR0kDqw8bgbAEAtg,Los Jefes Tortilleria & Grill,3224 Edenborn Ave,Metairie,LA,70002,30.0089537,-90.1622638,4.0,585,1,"{'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'DogsAllowed': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""'casual'"", 'DriveThru': 'None', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}""}","Seafood, Tex-Mex, Restaurants, Tacos, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '10:0-21:0'}"
123788,54sTaZXoLAlHJS_cU3HIAg,Tempt,931 Canal St,New Orleans,LA,70112,29.9551983,-90.0714284,3.0,46,0,"{'Caters': 'False', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'dressy'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'None', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BYOB': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'HasTV': 'False'}","Restaurants, Cajun/Creole, Breakfast & Brunch, Southern, Seafood","{'Monday': '8:0-12:0', 'Tuesday': '8:0-12:0', 'Wednesday': '8:0-12:0', 'Thursday': '8:0-12:0', 'Friday': '9:0-17:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
74816,XhcN8txqlL1Qr4mCi5w6-w,Las Cazuelas Mexican Grill,2766 Belle Chasse Hwy,Terrytown,LA,70056,29.8826901559,-90.0240313835,3.0,11,0,"{'RestaurantsDelivery': 'None', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True'}","Mexican, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
46490,-_WRjUCVv64YANhed_JGVQ,The Howling Pepper,109 St Rose Ave,Saint Rose,LA,70087,29.94585,-90.316801,4.5,13,0,"{'RestaurantsGoodForGroups': 'True', 'BusinessParking': 'None', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'NoiseLevel': ""'average'""}","Burgers, Restaurants, Sandwiches","{'Monday': '10:30-20:30', 'Tuesday': '10:30-20:30', 'Wednesday': '10:30-20:30', 'Thursday': '10:30-20:30', 'Friday': '10:30-21:0', 'Saturday': '10:30-20:30'}"
76454,xf3gVhy8TmNkzZgRbF5NOw,Red Apple Chinese Restaurant,6861 Jefferson Hwy,Harahan,LA,70123,29.9371812,-90.1971104,4.0,31,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'BikeParking': 'False', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Restaurants, Chinese","{'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '11:0-22:0'}"
75822,__UJ0y9HkJ8KTswmMZJRlA,Istanbul Cafe,109 Royal St,New Orleans,LA,70130,29.9535562,-90.0688442,4.5,91,1,"{'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'Caters': 'False', 'RestaurantsTableService': 'False', 'HasTV': 'True', 'OutdoorSeating': 'None', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': None, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Sandwiches, Falafel, Mediterranean, Restaurants, Halal, Burgers, Middle Eastern","{'Monday': '10:30-3:0', 'Tuesday': '10:30-3:0', 'Wednesday': '10:30-3:0', 'Thursday': '10:30-3:0', 'Friday': '10:30-4:0', 'Saturday': '10:30-4:0', 'Sunday': '10:30-3:0'}"
4602,kvE2BJp9Rc8irEnbjnlNHA,Burger King,6332 Elysian Fields Ave,New Orleans,LA,70122,30.0237812,-90.0617765,1.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'free'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True'}","Restaurants, Fast Food, Burgers","{'Monday': '6:0-12:0', 'Tuesday': '6:0-12:0', 'Wednesday': '6:0-12:0', 'Thursday': '6:0-12:0', 'Friday': '6:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '6:0-21:0'}"
21727,MuJBELBk9VXJjH0tryDh1w,El Pavo Real,4401 S Broad Ave,New Orleans,LA,70125,29.9491260251,-90.1044203379,4.0,186,1,"{'HasTV': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'HappyHour': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'ByAppointmentOnly': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'True'}","Breakfast & Brunch, Mexican, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
75898,uL5RvINWRpb5tLsuVBkGKQ,Quitutes Cuisine & Bar,6617 W Judge Perez Dr,Arabi,LA,70032,29.9625419298,-90.0025751207,4.5,38,1,"{'Corkage': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Smoking': ""u'outdoor'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BYOB': 'False', 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'full_bar'"", 'CoatCheck': 'False'}","Cocktail Bars, Desserts, Food, Pizza, Restaurants, Bars, Nightlife, American (New), Brazilian, Latin American, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '9:0-23:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
34600,6TFE2vNwvxvw_q8dtW85AQ,Burger King,3651 Lapalco Blvd,Harvey,LA,70058,29.871663,-90.0813755,1.5,6,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Burgers, Fast Food, Hot Dogs","{'Monday': '5:30-1:0', 'Tuesday': '5:30-1:0', 'Wednesday': '5:30-1:0', 'Thursday': '5:30-1:0', 'Friday': '5:30-22:0', 'Saturday': '11:0-2:0', 'Sunday': '6:0-1:0'}"
99917,OIbh0ZOemmphJR4Att3E6A,Doris Metropolitan,620 Chartes St,New Orleans,LA,70116,29.9570202,-90.0641603,4.5,659,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'dressy'"", 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '3', 'GoodForKids': 'False', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForDancing': 'False', 'WiFi': ""'no'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck': 'False'}","Wine Bars, Steakhouses, Nightlife, American (New), Restaurants, Bars","{'Wednesday': '17:30-21:30', 'Thursday': '17:30-21:30', 'Friday': '17:30-22:0', 'Saturday': '17:30-22:0', 'Sunday': '17:30-21:30'}"
99390,ZVMbQz8jH4ea9vDhm7DyZg,Stella Pizzeria & Restaurant,4421 Clearview Pkwy,Metairie,LA,70006,30.0175031234,-90.1879545136,3.5,63,1,"{'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'beer_and_wine'"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'Caters': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, American (New), Italian, Pizza","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
54889,W60RsIaGaex7M1As1T7cxQ,Burger King,5999 Bullard Rd,New Orleans,LA,70128,30.0423786293,-89.9572883255,1.5,19,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1'}","Restaurants, Fast Food, Burgers","{'Monday': '5:30-1:0', 'Tuesday': '5:30-1:0', 'Wednesday': '5:30-1:0', 'Thursday': '5:30-1:0', 'Friday': '5:30-22:0', 'Saturday': '11:0-2:0', 'Sunday': '6:0-1:0'}"
27589,48s0jy9g6XneTAS2LL8Ytg,Burger King,2727 Canal St,New Orleans,LA,70119,29.9663431025,-90.0878609426,1.5,15,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'False'}","Burgers, Fast Food, Hot Dogs, Restaurants, Breakfast & Brunch","{'Monday': '5:0-2:0', 'Tuesday': '5:0-2:0', 'Wednesday': '5:0-2:0', 'Thursday': '5:0-2:0', 'Friday': '5:30-22:0', 'Saturday': '11:0-2:0', 'Sunday': '6:0-1:0'}"
