,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,geometry
315,49433,4liS7coQcpnBBGpGpL-bWQ,Denny's,26489 US Hwy 19 No,Clearwater,FL,33761,28.0129157607,-82.734104991,3.0,15,0,"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'Alcohol': ""'none'"", 'NoiseLevel': ""'average'"", 'WiFi': ""'free'""}","American (Traditional), Diners, Restaurants, Breakfast & Brunch",{'Monday': '0:0-0:0'},POINT (28.0129157607 -82.734104991)
316,58626,nZRng81_NhzMMuvj9hMMFQ,Jersey Mike's Subs,"14839 North Dale Mabry Hwy, (Corner Of W. Bearss Ave.)",Tampa,FL,33618,28.083356,-82.504071,4.0,18,1,"{'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': 'False', 'BusinessParking': ""{'garage': None, 'street': False, 'validated': None, 'lot': None, 'valet': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True'}","Delis, Sandwiches, Fast Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",POINT (28.083356 -82.504071)
317,33738,N1aa8vlJ1kQKFQ7KRGzZhw,Cousins Maine Lobster Restaurant - Clearwater,"309 Coronado Dr, Ste B",Clearwater,FL,33767,27.973384,-82.8281759,3.5,64,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False'}","Seafood, Restaurants","{'Monday': '0:0-0:0', 'Friday': '11:30-20:30', 'Saturday': '11:30-20:30', 'Sunday': '11:30-20:0'}",POINT (27.973384 -82.8281759)
318,76404,_1zUyN7PGRVuMKBIjKFykw,Taco Dirty,4447 4th St N,St. Petersburg,FL,33703,27.812618,-82.6382577,4.0,48,1,"{'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'HasTV': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'DogsAllowed': 'True', 'RestaurantsTableService': 'False', 'HappyHour': 'True'}","Desserts, Event Planning & Services, Caterers, Restaurants, Mexican, Tacos, Beverage Store, Food","{'Monday': '0:0-0:0', 'Tuesday': '10:45-21:30', 'Wednesday': '10:45-21:30', 'Thursday': '9:0-20:30', 'Friday': '10:45-16:0', 'Saturday': '10:45-21:30', 'Sunday': '10:45-21:0'}",POINT (27.812618 -82.6382577)
319,26822,RQcuGe28Q8laCF1w1aBYiA,Paradeco Coffee Roasters,"111 2nd Ave NE, Ste 101, Plaza Tower & Courtyard Shops",St. Petersburg,FL,33701,27.7736946132,-82.6335648325,4.5,75,1,"{'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'True', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'HasTV': 'False', 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': True, u'validated': False}"", 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'False', 'OutdoorSeating': 'True', 'DriveThru': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}","Coffee Roasteries, Juice Bars & Smoothies, Breakfast & Brunch, Coffee & Tea, Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",POINT (27.7736946132 -82.6335648325)
320,123475,_nwHRgcba35E7-RACNCOtQ,IHOP,4199 34th St S,ST. PETERSBURG,FL,33705,27.72988,-82.67978,2.5,48,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'Alcohol': ""u'none'"", 'ByAppointmentOnly': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'DriveThru': 'False', 'Caters': 'False'}","Restaurants, American (Traditional), American (New), Breakfast & Brunch, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",POINT (27.72988 -82.67978)
321,75743,pSULno65Tj4xEN6SMN_EQA,Red Dog Bar & Grill,3311 W Bay To Bay Blvd,Tampa,FL,33629,27.919958,-82.4981003,3.5,21,0,"{'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'HappyHour': 'True'}","Restaurants, Bars, Nightlife, American (Traditional)","{'Monday': '16:0-3:0', 'Tuesday': '16:0-3:0', 'Wednesday': '16:0-3:0', 'Thursday': '16:0-3:0', 'Friday': '16:0-3:0', 'Saturday': '12:0-3:0', 'Sunday': '12:0-3:0'}",POINT (27.919958 -82.4981003)
322,79314,tfU_GPrbSnssFQQHnBSkPQ,Taco Bell,4703 66th Street North,Kenneth City,FL,33709,27.8146,-82.7283,2.0,15,1,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'DriveThru': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True'}","Restaurants, Tex-Mex, Tacos, Fast Food, Breakfast & Brunch, Mexican","{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Wednesday': '7:0-1:0', 'Thursday': '7:0-1:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-1:0'}",POINT (27.8146 -82.7283)
323,1422,0t14RIHl4wODz7LRiRRQ0Q,Salty Lime Cantina,1019 Florida Ave,Palm Harbor,FL,34683,28.0783137,-82.7666322,4.5,103,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True'}","Tex-Mex, Restaurants, Bars, Tacos, Cocktail Bars, Mexican, Nightlife","{'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-23:0', 'Saturday': '15:0-23:0', 'Sunday': '15:0-22:0'}",POINT (28.0783137 -82.7666322)
324,115077,Yov6N0rfTcJIdvKv9P6qRA,Hungry Crab Juicy Seafood,8841 Park Blvd N,Seminole,FL,33777,27.8405992262,-82.7614265613,3.5,25,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'None'}","Cajun/Creole, Restaurants, Seafood","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:0'}",POINT (27.8405992262 -82.7614265613)
325,58760,fLocWv0cO_IaW9es8o_6PA,Mangonadas Mexican Kitchen,6823 N Habana Ave,Tampa,FL,33614,28.0104094,-82.4880266,4.5,29,1,"{'Caters': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': False, u'validated': False}""}","Mexican, Tacos, Juice Bars & Smoothies, Food, Desserts, Ice Cream & Frozen Yogurt, Restaurants, Chicken Wings","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",POINT (28.0104094 -82.4880266)
326,97897,caHtyNvorNRIwvLJUUXpzg,Lorna's One Stop Jerk Center Restaurant,2108 N Howard Ave,Tampa,FL,33607,27.9603339,-82.483016,4.0,29,1,"{'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': None, u'validated': None}""}","Restaurants, Caribbean, Chinese","{'Monday': '11:0-18:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0'}",POINT (27.9603339 -82.483016)
327,115148,ehqT-Pek95bMYQKx5_nKsg,The Barterhouse Ybor,"1811 15th Street Tampa, Ste A",Tampa,FL,33605,27.9607259,-82.4427861,4.5,98,1,"{'CoatCheck': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Corkage': 'True', 'RestaurantsTableService': 'True', 'Caters': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Smoking': ""u'outdoor'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'None', 'RestaurantsTakeOut': 'None', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'None', 'HappyHour': 'True', 'HasTV': 'False', 'BYOB': 'False', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}""}","Nightlife, Bars, American (New), Restaurants","{'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '11:0-15:0'}",POINT (27.9607259 -82.4427861)
328,110597,D0d_XwqX33iMGQ-i4cJ3hw,Jersey Mike's Subs,10829 State Route 54,Trinity,FL,34655,28.193825,-82.635071,4.0,29,1,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'Alcohol': ""'none'"", 'HasTV': 'True', 'WiFi': ""'no'"", 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}""}","Fast Food, Delis, Sandwiches, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-19:0'}",POINT (28.193825 -82.635071)
329,121659,zjwIh6CNh3QyshB12HsAoA,Mamma Mia's,3580 Ulmerton Rd,Clearwater,FL,33762,27.8933053737,-82.6819775999,3.0,60,0,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'CoatCheck': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForKids': 'True', 'HasTV': 'True', 'HappyHour': 'True', 'GoodForDancing': 'False', 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Caterers, Restaurants, Lounges, Italian, Nightlife, Bars, Pizza, Event Planning & Services","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '15:0-22:0'}",POINT (27.8933053737 -82.6819775999)
330,116911,CSiJiPKT_OOJ6CzB0R2_GQ,Subway,620 Twiggs Ave,Tampa,FL,33602,27.95045643,-82.4554218558,2.5,8,1,"{'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Sandwiches, Fast Food","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0'}",POINT (27.95045643 -82.4554218558)
331,55390,YpwiShaS6y8KUOJ6Cm4Vsg,Oh Yeah,4500 Park Blvd,Pinellas Park,FL,33781,27.8388826,-82.6949027,3.5,5,0,"{'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'Caters': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""'casual'""}","Sandwiches, Vietnamese, Restaurants, Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-18:0', 'Saturday': '9:30-18:0', 'Sunday': '9:30-18:0'}",POINT (27.8388826 -82.6949027)
332,10195,cLY7TxgdJCiGrD2C8DMEew,KFC,6595 Park Blvd,Pinellas Park,FL,33781,27.8396878,-82.728184,2.0,37,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Chicken Shop, Chicken Wings, Fast Food","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",POINT (27.8396878 -82.728184)
333,65189,howa_3u8Fl0CKOdrGaciJw,Royal Sushi Buffet,9550 US Hwy 19 N,Port Richey,FL,34668,28.2960238,-82.7066813,2.5,23,1,"{'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Japanese, Buffets, Sushi Bars, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}",POINT (28.2960238 -82.7066813)
334,125161,o3mCQJcBBMDWzTY-FuUh9w,Thomas P's Sports Bar & Patio,12836 Henderson Rd,Tampa,FL,33625,28.0628484,-82.5503384,4.5,89,1,"{'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BusinessParking': ""{'garage': None, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'CoatCheck': 'False', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'BusinessAcceptsCreditCards': 'True', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'RestaurantsTableService': 'True'}","Nightlife, Pizza, Bars, Mexican, Sandwiches, Sports Bars, Pubs, Restaurants, Tacos","{'Monday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",POINT (28.0628484 -82.5503384)
335,60213,y8M8PzqH927jXpjxBVEPew,Cowboy Corral Bar & Grill,6250 Ulmerton Rd,Clearwater,FL,33760,27.8933756,-82.7210855484,4.0,14,1,"{'CoatCheck': 'False', 'HappyHour': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': False, 'casual': None}"", 'RestaurantsTableService': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': True, 'video': False, 'karaoke': None}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'Smoking': ""u'outdoor'"", 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Bar Crawl, American (Traditional), Bars, Sports Bars, Nightlife","{'Monday': '11:0-0:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}",POINT (27.8933756 -82.7210855484)
336,93042,5IBuPtV3XRE4jVxQgfMn0w,Gulf Coast Po' Boys,312 W Bay Dr,Largo,FL,33770,27.9169255,-82.7915448,4.5,146,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'Caters': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'HasTV': 'False', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Southern, Cajun/Creole, Restaurants, Sandwiches","{'Monday': '11:0-15:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0'}",POINT (27.9169255 -82.7915448)
